Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala;turno_tipo;necessita_sala;turma_ano;turma_num;turma_regime;sala_edificio;Dia_dt;num_sequencia;aula_id;Dia_iso
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;16/09/2022;Laboratório de Informática;0S01;41.0;Horário sala visível portal público, Laboratório de Informática;PL;True;3.0;1.0;Pos-Laboral;Outro;2022-09-16;1;00831PL05_16092022;2022-09-16
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;16/09/2022;Laboratório de Informática;0S01;41.0;Horário sala visível portal público, Laboratório de Informática;PL;True;3.0;1.0;Pos-Laboral;Outro;2022-09-16;2;00831PL05_16092022;2022-09-16
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;23/09/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-09-23;3;00831PL05_23092022;2022-09-23
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;23/09/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-09-23;4;00831PL05_23092022;2022-09-23
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;30/09/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-09-30;5;00831PL05_30092022;2022-09-30
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;30/09/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-09-30;6;00831PL05_30092022;2022-09-30
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;07/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-07;7;00831PL05_07102022;2022-10-07
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;07/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-07;8;00831PL05_07102022;2022-10-07
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;14/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-14;9;00831PL05_14102022;2022-10-14
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;14/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-14;10;00831PL05_14102022;2022-10-14
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;21/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-21;11;00831PL05_21102022;2022-10-21
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;21/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-21;12;00831PL05_21102022;2022-10-21
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;28/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-28;13;00831PL05_28102022;2022-10-28
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;28/10/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-10-28;14;00831PL05_28102022;2022-10-28
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;04/11/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-04;15;00831PL05_04112022;2022-11-04
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;04/11/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-04;16;00831PL05_04112022;2022-11-04
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;11/11/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-11;17;00831PL05_11112022;2022-11-11
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;11/11/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-11;18;00831PL05_11112022;2022-11-11
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;18/11/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-18;19;00831PL05_18112022;2022-11-18
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;18/11/2022;Laboratório de Informática;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-18;20;00831PL05_18112022;2022-11-18
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;25/11/2022;Sala de Aulas normal;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-25;21;00831PL05_25112022;2022-11-25
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;25/11/2022;Sala de Aulas normal;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-11-25;22;00831PL05_25112022;2022-11-25
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;18:00:00;19:30:00;02/12/2022;Sala de Aulas normal;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-12-02;23;00831PL05_02122022;2022-12-02
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;Sex;19:30:00;21:00:00;02/12/2022;Sala de Aulas normal;C5.09;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;PL;True;3.0;1.0;Pos-Laboral;C;2022-12-02;24;00831PL05_02122022;2022-12-02
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842T01;MAPA1;46;Ter;18:00:00;20:00:00;27/09/2022;Sala Aulas Mestrado;;;;T;True;1.0;1.0;Diurno;;2022-09-27;1;00842T01_27092022;2022-09-27
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842T01;MAPA1;46;Ter;18:00:00;20:00:00;04/10/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;T;True;1.0;1.0;Diurno;Audit;2022-10-04;2;00842T01_04102022;2022-10-04
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842T01;MAPA1;46;Ter;18:00:00;20:00:00;11/10/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;T;True;1.0;1.0;Diurno;Audit;2022-10-11;3;00842T01_11102022;2022-10-11
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;11/10/2022;Sala Aulas Mestrado;;;;TP;True;1.0;1.0;Diurno;;2022-10-11;1;00842TP02_11102022;2022-10-11
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;18/10/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-18;2;00842TP02_18102022;2022-10-18
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;25/10/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-25;3;00842TP02_25102022;2022-10-25
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;08/11/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-11-08;4;00842TP02_08112022;2022-11-08
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;15/11/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-11-15;5;00842TP02_15112022;2022-11-15
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;22/11/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-11-22;6;00842TP02_22112022;2022-11-22
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-11-29;7;00842TP02_29112022;2022-11-29
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;06/12/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-12-06;8;00842TP02_06122022;2022-12-06
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842TP02;MAPA1;46;Ter;18:00:00;20:00:00;13/12/2022;Sala Aulas Mestrado;Auditório Silva Leal;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-12-13;9;00842TP02_13122022;2022-12-13
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;11:00:00;12:30:00;31/10/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-10-31;1;00893TP01_31102022;2022-10-31
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;08:00:00;09:30:00;31/10/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-10-31;2;00893TP01_31102022;2022-10-31
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;09:30:00;11:00:00;31/10/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-10-31;3;00893TP01_31102022;2022-10-31
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;09:30:00;11:00:00;02/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-02;4;00893TP01_02112022;2022-11-02
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;11:00:00;12:30:00;02/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-02;5;00893TP01_02112022;2022-11-02
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;08:00:00;09:30:00;02/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-02;6;00893TP01_02112022;2022-11-02
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;11:00:00;12:30:00;07/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-07;7;00893TP01_07112022;2022-11-07
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;08:00:00;09:30:00;07/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-07;8;00893TP01_07112022;2022-11-07
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;09:30:00;11:00:00;07/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-07;9;00893TP01_07112022;2022-11-07
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;09:30:00;11:00:00;09/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-09;10;00893TP01_09112022;2022-11-09
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;11:00:00;12:30:00;09/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-09;11;00893TP01_09112022;2022-11-09
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;08:00:00;09:30:00;09/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-09;12;00893TP01_09112022;2022-11-09
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;11:00:00;12:30:00;14/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-14;13;00893TP01_14112022;2022-11-14
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;08:00:00;09:30:00;14/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-14;14;00893TP01_14112022;2022-11-14
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;09:30:00;11:00:00;14/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-14;15;00893TP01_14112022;2022-11-14
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;09:30:00;11:00:00;16/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-16;16;00893TP01_16112022;2022-11-16
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;11:00:00;12:30:00;16/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-16;17;00893TP01_16112022;2022-11-16
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;08:00:00;09:30:00;16/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-16;18;00893TP01_16112022;2022-11-16
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;11:00:00;12:30:00;21/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-21;19;00893TP01_21112022;2022-11-21
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;08:00:00;09:30:00;21/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-21;20;00893TP01_21112022;2022-11-21
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;09:30:00;11:00:00;21/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-21;21;00893TP01_21112022;2022-11-21
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;09:30:00;11:00:00;23/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-23;22;00893TP01_23112022;2022-11-23
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;11:00:00;12:30:00;23/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-23;23;00893TP01_23112022;2022-11-23
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;08:00:00;09:30:00;23/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-23;24;00893TP01_23112022;2022-11-23
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;11:00:00;12:30:00;28/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-28;25;00893TP01_28112022;2022-11-28
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;08:00:00;09:30:00;28/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-28;26;00893TP01_28112022;2022-11-28
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Seg;09:30:00;11:00:00;28/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-28;27;00893TP01_28112022;2022-11-28
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;09:30:00;11:00:00;30/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-30;28;00893TP01_30112022;2022-11-30
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;11:00:00;12:30:00;30/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-30;29;00893TP01_30112022;2022-11-30
MGHT;Marketing Estratégico em Hotelaria e Turismo;00893TP01;MGHTA1;30;Qua;08:00:00;09:30:00;30/11/2022;Sala Aulas Mestrado;AA2.24;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;AA;2022-11-30;30;00893TP01_30112022;2022-11-30
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;09:30:00;11:00:00;13/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-13;1;00894TP01_13092022;2022-09-13
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;08:00:00;09:30:00;13/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-13;2;00894TP01_13092022;2022-09-13
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;11:00:00;12:30:00;13/09/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-13;3;00894TP01_13092022;2022-09-13
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;09:30:00;11:00:00;20/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-20;4;00894TP01_20092022;2022-09-20
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;08:00:00;09:30:00;20/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-20;5;00894TP01_20092022;2022-09-20
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;11:00:00;12:30:00;20/09/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-20;6;00894TP01_20092022;2022-09-20
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;09:30:00;11:00:00;27/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-27;7;00894TP01_27092022;2022-09-27
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;08:00:00;09:30:00;27/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-27;8;00894TP01_27092022;2022-09-27
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;11:00:00;12:30:00;27/09/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-09-27;9;00894TP01_27092022;2022-09-27
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;09:30:00;11:00:00;04/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-04;10;00894TP01_04102022;2022-10-04
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;08:00:00;09:30:00;04/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-04;11;00894TP01_04102022;2022-10-04
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;11:00:00;12:30:00;04/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-04;12;00894TP01_04102022;2022-10-04
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;09:30:00;11:00:00;11/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-11;13;00894TP01_11102022;2022-10-11
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;08:00:00;09:30:00;11/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-11;14;00894TP01_11102022;2022-10-11
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;11:00:00;12:30:00;11/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-11;15;00894TP01_11102022;2022-10-11
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;09:30:00;11:00:00;18/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-18;16;00894TP01_18102022;2022-10-18
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;08:00:00;09:30:00;18/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-18;17;00894TP01_18102022;2022-10-18
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;11:00:00;12:30:00;18/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-10-18;18;00894TP01_18102022;2022-10-18
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;Ter;09:30:00;11:00:00;08/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;TP;True;1.0;1.0;Diurno;Audit;2022-11-08;19;00894TP01_08112022;2022-11-08
