Curso;Unidade de execução;Turno;Professor;Turma;Inscritos no turno;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Características reais da sala;Edifício;Capacidade Normal;Capacidade Exame;Nº características;Anfiteatro aulas;Apoio técnico eventos;Arq 1;Arq 2;Arq 3;Arq 4;Arq 5;Arq 6;Arq 9;BYOD (Bring Your Own Device);Focus Group;Horário sala visível portal público;Laboratório de Arquitectura de Computadores I;Laboratório de Arquitectura de Computadores II;Laboratório de Bases de Engenharia;Laboratório de Electrónica;Laboratório de Informática;Laboratório de Jornalismo;Laboratório de Redes de Computadores I;Laboratório de Redes de Computadores II;Laboratório de Telecomunicações;Sala Aulas Mestrado;Sala Aulas Mestrado Plus;Sala NEE;Sala Provas;Sala Reunião;Sala de Arquitectura;Sala de Aulas normal;videoconferencia;Átrio
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;09/11/2022;Sala de Aulas normal;C5.06;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);72;42;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;02/11/2022;Sala de Aulas normal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;26/10/2022;Sala de Aulas normal;C5.06;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);72;42;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;19/10/2022;Sala de Aulas normal;C5.06;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);72;42;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;12/10/2022;Sala de Aulas normal;C5.06;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);72;42;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;28/09/2022;Sala de Aulas normal;C5.06;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);72;42;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;21/09/2022;Sala de Aulas normal;C5.06;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);72;42;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qua;13:00:00;14:30:00;14/09/2022;Sala de Aulas normal;C5.06;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);72;42;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qui;14:30:00;16:00:00;22/09/2022;Sala de Aulas normal;C5.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);60;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;Pável Calado;EI-C3, EI-C2, EI-C1;67;Qui;14:30:00;16:00:00;15/09/2022;Sala de Aulas normal;C5.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);60;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
CT;Responsabilidade Social e Voluntariado;02252TP01;Henrique Lopes Cardoso;CI-CT-01;28;Ter;16:00:00;18:00:00;15/11/2022;Sala de Aulas normal;AA3.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
CT;Responsabilidade Social e Voluntariado;02252TP01;Henrique Lopes Cardoso;CI-CT-01;28;Ter;16:00:00;18:00:00;08/11/2022;Sala de Aulas normal;AA3.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
CT;Responsabilidade Social e Voluntariado;02252TP01;Henrique Lopes Cardoso;CI-CT-01;28;Ter;16:00:00;18:00:00;25/10/2022;Sala de Aulas normal;AA3.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
CT;Responsabilidade Social e Voluntariado;02252TP01;Henrique Lopes Cardoso;CI-CT-01;28;Ter;16:00:00;18:00:00;18/10/2022;Sala de Aulas normal;AA3.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
CT;Responsabilidade Social e Voluntariado;02252TP01;Henrique Lopes Cardoso;CI-CT-01;28;Ter;16:00:00;18:00:00;11/10/2022;Sala de Aulas normal;AA3.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
CT;Responsabilidade Social e Voluntariado;02252TP01;Henrique Lopes Cardoso;CI-CT-01;28;Ter;16:00:00;18:00:00;04/10/2022;Sala de Aulas normal;AA3.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Pensamento Crítico;00677TP14;Rui Oliveira;CT-S-06, LTDIA-A1;0;Ter;14:00:00;17:00:00;13/12/2022;Não necessita de sala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Pensamento Crítico;00677TP14;Rui Oliveira;CT-S-06, LTDIA-A1;0;Ter;14:00:00;17:00:00;06/12/2022;Não necessita de sala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Pensamento Crítico;00677TP14;Rui Oliveira;CT-S-06, LTDIA-A1;0;Ter;14:00:00;17:00:00;29/11/2022;Não necessita de sala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Pensamento Crítico;00677TP14;Rui Oliveira;CT-S-06, LTDIA-A1;0;Ter;14:00:00;17:00:00;22/11/2022;Não necessita de sala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;18:00:00;19:30:00;19/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;18:00:00;19:30:00;12/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;19:30:00;21:00:00;26/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;19:30:00;21:00:00;19/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;19:30:00;21:00:00;12/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;19:30:00;21:00:00;28/09/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;19:30:00;21:00:00;21/09/2022;Sala/anfiteatro aulas;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;18:00:00;19:30:00;24/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;18:00:00;19:30:00;17/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;18:00:00;19:30:00;10/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;18:00:00;19:30:00;03/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;18:00:00;19:30:00;26/09/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;18:00:00;19:30:00;19/09/2022;Sala/anfiteatro aulas;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;21:00:00;22:30:00;26/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;21:00:00;22:30:00;19/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;21:00:00;22:30:00;12/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;21:00:00;22:30:00;28/09/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Qua;21:00:00;22:30:00;21/09/2022;Sala/anfiteatro aulas;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;19:30:00;21:00:00;24/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;19:30:00;21:00:00;17/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;19:30:00;21:00:00;10/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;19:30:00;21:00:00;03/10/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;19:30:00;21:00:00;26/09/2022;Sala de Aulas normal;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LCD, LCD-PL;Fundamentos de Álgebra Linear;03584TP01;Rui Paulo;CDA2PL, CDA1PL;44;Seg;19:30:00;21:00:00;19/09/2022;Sala/anfiteatro aulas;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;07/12/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;30/11/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;23/11/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;16/11/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;09/11/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;02/11/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;26/10/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;19/10/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;12/10/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;28/09/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;21/09/2022;Sala/anfiteatro aulas;AA2.23;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;23;5;;;;;;;;;;;;X;;;;;;;;;;X;X;X;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Qua;13:00:00;14:30:00;14/09/2022;Sala/anfiteatro aulas;1,00E+10;Sala/anfiteatro aulas, Horário sala visível portal público;Edifício Sedas Nunes (ISCTE-IUL);48;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;06/12/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;29/11/2022;Sala/anfiteatro aulas;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;22/11/2022;Sala/anfiteatro aulas;Auditório Silva Leal;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);54;27;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;15/11/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;08/11/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;25/10/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;18/10/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;11/10/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;04/10/2022;Sala/anfiteatro aulas;AA2.24;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);30;16;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;27/09/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;20/09/2022;Sala/anfiteatro aulas;AA2.24;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);30;16;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;14:30:00;16:00:00;13/09/2022;Sala/anfiteatro aulas;AA3.24;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);28;16;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;06/12/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;29/11/2022;Sala/anfiteatro aulas;C6.01;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Edifício II (ISCTE-IUL);54;35;5;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;X;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;22/11/2022;Sala/anfiteatro aulas;Auditório Silva Leal;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);54;27;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;15/11/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;08/11/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;25/10/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;18/10/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
LG, LGIL;Estratégia Empresarial;EETP11;Álvaro Rosa;GiC3;32;Ter;13:00:00;14:30:00;11/10/2022;Sala/anfiteatro aulas;AA2.29;Sala/anfiteatro aulas, Horário sala visível portal público;Ala Autónoma (ISCTE-IUL);50;24;4;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;;X;;
